RootName,SBE_Utterance,NeutralDistinct,AAVE_Utterance,Gesture,args,aae_args,SBE_wav_name,SBE_wav,AAVE_wav_name,AAVE_wav,NeutralDistinct,Notes_AAVEFeatures,Notes_Phono,Notes for recording,TaskIntro,On-Task,Monologue,Monologue Order,Feedback: test,AT: test,Social: test,Task Intro: test,Prepping for presentation: test,Science Monologue: test,Social Talk: test,Accountable Talk: test,On-task Sentences: test,Dialect Use: test
RD59,Okay so that means we have ,,,RD59v,"start=""sp1:start"" end=""sp1:start+3.5""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.4' end='sp1:start+3.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.4' end='sp1:start+3.2'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.4' end='sp1:start+3.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.4' end='sp1:start+3.2',RD59-s.wav,,RD59-v.wav,,,,,"Listing prosody (""so that means we have  high-up, wood, golf ball "")",,1,,,,,,,,,,,,
RD60,Okay I think we need to pick the height  how long it is  and  which ball to use.,,,RD60v,"start=""sp1:start"" end=""sp1:start+6.6""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.3' end='sp1:start+4.4'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.3' end='sp1:start+4.4',RD60-s.wav,,RD60-v.wav,,,,,,1,1,,,,,,,,,,,,
RD61,Okay  so high up  or low?,,,RD61v,"start=""sp1:start"" end=""sp1:start+2.9""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.5' end='sp1:start+1.7'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.5' end='sp1:start+1.7',RD61-s.wav,,RD61-v.wav,,,,,Thinking prosody,1,1,,,,,,,,,,,,
RD62,"so if it's longer, the ball's gonna go faster because then it has more room to roll and, um, pick up speed?",d,,RD62v,"start=""sp1:start"" end=""sp1:start+8.6""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.9' end='sp1:start+3.4'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+5.8' end='sp1:start+7.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+5.8' end='sp1:start+7.5'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.9' end='sp1:start+3.4'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+5.8' end='sp1:start+7.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+5.8' end='sp1:start+7.5',RD62-s.wav,,RD62-v.wav,,d,,,,,1,,,,,,,,,,,,
RD63,"so if it's lower, the ball's gonna go faster because then it will be a smoother roll to the floor?",d,,RD63v,"start=""sp1:start"" end=""sp1:start+6.5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.8' end='sp1:start+1.5'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+5.6' end='sp1:start+6.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+5.6' end='sp1:start+6.2'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.8' end='sp1:start+1.5'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+5.2' end='sp1:start+6.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+5.2' end='sp1:start+6.2',RD63-s.wav,,RD63-v.wav,,d,,,,,1,,,,,,,,,,,,
RD64,"so if it's shorter, the ball's gonna go faster because then it won't, um, waste as much of its energy on the ramp part?",,"so if it's shorter, the ball gon' go more faster cuz then it won't, um, waste as much of its energy on the ramp part?",RD64v,"start=""sp1:start"" end=""sp1:start+8""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.7' end='sp1:start+6.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+3.7' end='sp1:start+6.1'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.5' end='sp1:start+6.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+3.5' end='sp1:start+6.7',RD64-s.wav,,RD64-v.wav,,,copula; doubleComp,cuz; gon',,,1,,,,,,,,,,,,
RD65,"so if it's taller, the ball's gonna go faster because then the, um, gravity can help it pick up more speed?",,"so if i'ss taller, the ball gon' go more faster because then the, um, gravity can help it pick up more speed?",RD65v,"start=""sp1:start"" end=""sp1:start+7.7""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.9' end='sp1:start+5.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+4.8' end='sp1:start+6.1'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.3' end='sp1:start+1.3'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+2.8' end='sp1:start+5.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+4.6' end='sp1:start+5.1'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.5' end='sp1:start+1.2',RD65-s.wav,,RD65-v.wav,,,copula; doubleComp,gon',,,1,,,,,,,,,,,,
RD66,So if we want it to not go as far then we should make it shorter?,,,RD66v,"start=""sp1:start"" end=""sp1:start+5.4""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+4.4' end='sp1:start+5'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+4.4' end='sp1:start+5'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.7' end='sp1:start+2.8'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+4.4' end='sp1:start+5'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+4.4' end='sp1:start+5'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.7' end='sp1:start+2.8',RD66-s.wav,,RD66-v.wav,,,,,,,1,,,,,,,,,,,,
RD67,so it doesn't crash?,d,so it don't crash?,RD67v,"start=""sp1:start"" end=""sp1:start+1.4""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.3' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+.3' end='sp1:start+1.1'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.3' end='sp1:start+1.2'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+.3' end='sp1:start+1.2',RD67-s.wav,,RD67-v.wav,,d,don't,,,,1,,,,,,,,,,,,
RD68,so it should be high up and long  ,,,RD68v,"start=""sp1:start"" end=""sp1:start+4.7""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+4.5'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+0' end='sp1:start+4.5'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+4.5'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+0' end='sp1:start+4.5',RD68-s.wav,,RD68-v.wav,,,,,,,1,,,,,,,,,,,,
RD69,so it's smoother?,,,RD69v,"start=""sp1:start"" end=""sp1:start+2.15""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.2' end='sp1:start+2'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+1.2' end='sp1:start+2'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.2' end='sp1:start+2'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+1.2' end='sp1:start+2',RD69-s.wav,,RD69-v.wav,,,,,,,1,,,,,,,,,,,,
RD70,So should it be long  or short?,,,RD70v,"start=""sp1:start"" end=""sp1:start+4.3""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.1' end='sp1:start+4'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+3.1' end='sp1:start+4'/><face type='FACS' au='2' amount='.2' stroke='sp1:start+1.4' end='sp1:start+2.8'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.1' end='sp1:start+4'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+3.1' end='sp1:start+4'/><face type='FACS' au='2' amount='.2' stroke='sp1:start+1.4' end='sp1:start+2.8',RD70-s.wav,,RD70-v.wav,,,,,Thinking prosody,,1,,,,,,,,,,,,
RD71,So  golf ball  or tennis ball ,,,RD71v,"start=""sp1:start"" end=""sp1:start+3.8""/><face type='FACS' au='2' amount='.2' stroke='sp1:start+.8' end='sp1:start+1.6'",/><face type='FACS' au='2' amount='.2' stroke='sp1:start+.8' end='sp1:start+1.6',RD71-s.wav,,RD71-v.wav,,,,,Thinking prosody,,1,,,,,,,,,,,,
RD72,that way it can go  more distance,,,RD72v,"start=""sp1:start"" end=""sp1:start+3.6""",,RD72-s.wav,,RD72-v.wav,,,,,,,1,,,,,,,,,,,,
RD73,the fuzzy stuff is gonna get in the way I think though,,the fuzzy stuff gon' get in the way I think though,RD73v,"start=""sp1:start"" end=""sp1:start+2.9""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.3' end='sp1:start+1.7'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.4' end='sp1:start+1.9',RD73-s.wav,,RD73-v.wav,,,copula; ,gon',,,1,,,,,,,,,,,,
RD74,The golf ball doesn't have any of that fuzzy stuff on it,,,RD74v,"start=""sp1:start"" end=""sp1:start+3.1""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.9' end='sp1:start+1.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.9' end='sp1:start+1.4'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.9' end='sp1:start+1.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.9' end='sp1:start+1.4',RD74-s.wav,,RD74-v.wav,,,,,,,1,,,,,,,,,,,,
RD75,The golf ball is smaller  but I think it's only a little lighter ,,,RD75v,"start=""sp1:start"" end=""sp1:start+4.8""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+2.9' end='sp1:start+4.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+2.9' end='sp1:start+4.4'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.8' end='sp1:start+1.6'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+2.9' end='sp1:start+4.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+2.9' end='sp1:start+4.4'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.8' end='sp1:start+1.6',RD75-s.wav,,RD75-v.wav,,,,,,,1,,,,,,,,,,,,
RD76,the heavier ball is gonna fall faster,,the heavier ball gon' fall more faster,RD76v,"start=""sp1:start"" end=""sp1:start+2.55""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.8' end='sp1:start+2'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.7' end='sp1:start+2',RD76-s.wav,,RD76-v.wav,,,copula; doubleComp,gon',,,1,,,,,,,,,,,,
RD77,the longer it is though then the ball's gonna run out of um energy,,the longer it is though then the ball gon' run out of um energy,RD77v,"start=""sp1:start"" end=""sp1:start+4.9""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.4' end='sp1:start+1.3'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.2' end='sp1:start+4.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+3.2' end='sp1:start+4.2'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.4' end='sp1:start+1.3'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+2.9' end='sp1:start+3.75'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+2.9' end='sp1:start+3.75',RD77-s.wav,,RD77-v.wav,,,copula;  ,gon',,,1,,,,,,,,,,,,
RD78,the ramp's gotta give it as much energy as it can,,the ramp gotta give it as much energy as it can,RD78v,"start=""sp1:start"" end=""sp1:start+2.95""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.6' end='sp1:start+2.1'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.6' end='sp1:start+2.1',RD78-s.wav,,RD78-v.wav,,,copula,,,,1,,,,,,,,,,,,
RD79,The tennis ball is all like bouncy though,,The tennis ball all like bouncy though,RD79v,"start=""sp1:start"" end=""sp1:start+2.6""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.1' end='sp1:start+2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.1' end='sp1:start+2'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.1' end='sp1:start+2.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.1' end='sp1:start+2.2',RD79-s.wav,,RD79-v.wav,,,copula,,,,1,,,,,,,,,,,,
RD80,um  the height,,,RD80v,"start=""sp1:start"" end=""sp1:start+1.2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.05' end='sp1:start+.9'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.05' end='sp1:start+.9'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.05' end='sp1:start+.9'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.05' end='sp1:start+.9',RD80-s.wav,,RD80-v.wav,,,,,,,1,,,,,,,,,,,,
RD81,um  the length,,,RD81v,"start=""sp1:start"" end=""sp1:start+1.3""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.6'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1',RD81-s.wav,,RD81-v.wav,,,,,,,1,,,,,,,,,,,,
RD82,wait do you think it's gonna go faster or slower if the ball gets to spend more time on the ramp?,,wait do you think it's gon' go more faster or more slower if the ball get to spend more time on the ramp?,RD82v,"start=""sp1:start"" end=""sp1:start+6""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.8' end='sp1:start+3.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.8' end='sp1:start+3.2'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.4' end='sp1:start+3'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.4' end='sp1:start+3',RD82-s.wav,,RD82-v.wav,,," doubleComp, doubleComp; verbalS",gon',,,1,,,,,,,,,,,,
RD83,We have to move those levers I think,,,RD83v,"start=""sp1:start"" end=""sp1:start+2.3""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.6' end='sp1:start+1.4'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.6' end='sp1:start+1.4',RD83-s.wav,,RD83-v.wav,,,,,,1,1,,,,,,,,,,,,
RD84,"well maybe if it's short, that's good because ",,,RD84v,"start=""sp1:start"" end=""sp1:start+3.6""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.4' end='sp1:start+1.8'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.4' end='sp1:start+1.8',RD84-s.wav,,RD84-v.wav,,,,,,,1,,,,,,,,,,,,
RD85,What about those other parts though?,,,RD85v,"start=""sp1:start"" end=""sp1:start+1.9""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1.7'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1.7',RD85-s.wav,,RD85-v.wav,,,,,,,1,,,,,,,,,,,,
RD86,what about which ball to use?,,,RD86v,"start=""sp1:start"" end=""sp1:start+1.75""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1.2'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1.2',RD86-s.wav,,RD86-v.wav,,,,,,1,1,,,,,,,,,,,,
RD87,what if the ball gets like tired going down the ramp if it's too long though?,,,RD87v,"start=""sp1:start"" end=""sp1:start+4.4""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+3.1' end='sp1:start+3.7'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+3.1' end='sp1:start+3.7',RD87-s.wav,,RD87-v.wav,,,,,,,1,,,,,,,,,,,,
RD88,when it's lower maybe then it won't accidentally fall over and not go as far,,,RD88v,"start=""sp1:start"" end=""sp1:start+5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.2' end='sp1:start+3.5'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.2' end='sp1:start+3.5',RD88-s.wav,,RD88-v.wav,,,,,,,1,,,,,,,,,,,,
RD89,"yeah, faster is gonna make it go more I think",,"yeah, faster gon' make it go more I think",RD89v,"start=""sp1:start"" end=""sp1:start+2.5""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.05' end='sp1:start+1.3'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.05' end='sp1:start+1.3'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.05' end='sp1:start+1.9'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.05' end='sp1:start+1.9',RD89-s.wav,,RD89-v.wav,,,copula,gon',,,1,,,,,,,,,,,,
RD90,"yeah, I think that's gonna make it go faster",,,RD90v,"start=""sp1:start"" end=""sp1:start+2.1""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.05' end='sp1:start+.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.05' end='sp1:start+.6'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.05' end='sp1:start+.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.05' end='sp1:start+.6',RD90-s.wav,,RD90-v.wav,,,,,,,1,,,,,,,,,,,,
RD91,hmm  maybe we could make it go faster by ,,,RD91v,,,RD91-s.wav,,RD91-v.wav,,,,,,,,,,,,,,,,,,,
RD92,yeah pushing it would make it go faster,,,RD92v,,,RD92-s.wav,,RD92-v.wav,,,,,,,,,,,,,,,,,,,
RD93,but then we wouldn't know if it was fast from the ramp or from us pushing it,,,RD93v,,,RD93-s.wav,,RD93-v.wav,,,,,,,,,,,,,,,,,,,
RD94,I think that might make it faster because .um ,,,RD94v,,,RD94-s.wav,,RD94-v.wav,,,,,,,,,,,,,,,,,,,
RD95,Well  but maybe that would actually make it slower  because  um ,,,RD95v,,,RD95-s.wav,,RD95-v.wav,,,,,,,,,,,,,,,,,,,
RM1,My hypothesis is that it's best to make the one side of the ramp really high,,,RM1v,"start=""sp1:start"" end=""sp1:start+6.2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.4' end='sp1:start+4.8'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+3.4' end='sp1:start+4.8'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5' end='sp1:start+5.6'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.4' end='sp1:start+4.8'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+3.4' end='sp1:start+4.8'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5' end='sp1:start+5.6',RM1-s.wav,,RM1-v.wav,,,,,,,,1,1,,,,,,,,1,,
RM2, because that way there's more gravity that can pull the ball down and it'll go faster ,,,RM2v,"start=""sp1:start"" end=""sp1:start+5""/><face type='FACS' au='4' amount='.2' stroke='sp1:start+4.1' end='sp1:start+4.7'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.3' end='sp1:start+3.5'",/><face type='FACS' au='4' amount='.2' stroke='sp1:start+4.1' end='sp1:start+4.7'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.3' end='sp1:start+3.5',RM2-s.wav,,RM2-v.wav,,,,,,,,1,2,,,,,,,,1,,
RM3," and if it was really low then it would be just like it was on the ground, and it wouldn't be able to pick up speed ",,,RM3v,"start=""sp1:start"" end=""sp1:start+9.5""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+6' end='sp1:start+7.5'/><face type='FACS' au='45' amount='1' stroke='sp1:start+6' end='sp1:start+7.5'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.1' end='sp1:start+3'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+5' end='sp1:start+6.4'/><face type='FACS' au='45' amount='1' stroke='sp1:start+4' end='sp1:start+6.4'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.1' end='sp1:start+3',RM3-s.wav,,RM3-v.wav,,,,,,,,1,3,,,,,,,,1,,
RM4,  so I think it needs to be high.,,  so I think it need to be high.,RM4v,"start=""sp1:start"" end=""sp1:start+2.3""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1',RM4-s.wav,,RM4-v.wav,,,verbalS,,,,,1,4,,,,,,,,,1,
RM5,Another hypothesis is that the length needs  to be long  because then it has more room to roll down,,Another hypothesis that the length need to be long  because then it gots more room to roll down,RM5v,"start=""sp1:start"" end=""sp1:start+6.9""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5.3' end='sp1:start+6.6'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3' end='sp1:start+4'/><face type='FACS' au='4' amount='.2' stroke='sp1:start+3' end='sp1:start+4'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+6.1' end='sp1:start+7.4'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.3' end='sp1:start+4.3'/><face type='FACS' au='4' amount='.2' stroke='sp1:start+3.3' end='sp1:start+4.3',RM5-s.wav,,RM5-v.wav,,,copula; verbalS; gots,,,,,1,5,,,1,,,,,1,,
RM6, if it has more rolling room then it can pick up more speed and go even faster,, if it gots more rollin' room then it can pick up more speed and go even faster,RM6v,"start=""sp1:start"" end=""sp1:start+4.5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.4' end='sp1:start+4.2'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+3' end='sp1:start+4.3',RM6-s.wav,,RM6-v.wav,,,gots,,,,,1,6,,,,,,,,,,1
RM7," and I think that if the ball is faster then it's gonna go a bigger, um, distance.",," and I think that if the ball faster then i'ss gon' go a bigger, um, distance.",RM7v,"start=""sp1:start"" end=""sp1:start+6.9""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2' end='sp1:start+2.8'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+4.5' end='sp1:start+5.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+4.5' end='sp1:start+5.7'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.2' end='sp1:start+2.2'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.6' end='sp1:start+4.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+3.6' end='sp1:start+4.6',RM7-s.wav,,RM7-v.wav,,,,gon',,,,1,7,,,,,,,,,,1
RM8,And my last hypothesis is that it's gonna be  the most far if it's the golf ball ,,,RM8v,"start=""sp1:start"" end=""sp1:start+6.7""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1' end='sp1:start+2.3'/><face type='FACS' au='2' amount='.2' stroke='sp1:start+4.2' end='sp1:start+5.3'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1' end='sp1:start+2.3'/><face type='FACS' au='2' amount='.2' stroke='sp1:start+4.2' end='sp1:start+5.3,RM8-s.wav,,RM8-v.wav,,,,,,,,1,8,,,,,,,,1,,
RM9," because the golf ball is um, smaller and heavier than the tennis ball.",,,RM9v,"start=""sp1:start"" end=""sp1:start+5.2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.5' end='sp1:start+2.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.5' end='sp1:start+2.4'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+4.3' end='sp1:start+5'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.5' end='sp1:start+2.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.5' end='sp1:start+2.4'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+4.3' end='sp1:start+5',RM9-s.wav,,RM9-v.wav,,,,,,,,1,9,,,,,,,,,,
RM10,And I think if it's smaller then it can get more rolls in down the ramp ,,And I think if it's smaller then it can get more roll in down the ramp ,RM10v,"start=""sp1:start"" end=""sp1:start+4.1""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.4' end='sp1:start+3.8'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+4.7' end='sp1:start+6.6',RM10-s.wav,,RM10-v.wav,,,plural ,,,,,1,10,,,,,,,,,1,
RM11, and heavier things usually get pulled down even faster,,,RM11v,"start=""sp1:start"" end=""sp1:start+3.45""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.05' end='sp1:start+1.4'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.05' end='sp1:start+1.4',RM11-s.wav,,RM11-v.wav,,,,,,,,1,11,,,,,,,,,1,
RM12, and also the tennis ball is bouncy and has fuzz on it and it's bigger  and I think that will all make that ball slower,,,RM12v,"start=""sp1:start"" end=""sp1:start+7.2""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5.3' end='sp1:start+5.7'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5.3' end='sp1:start+5.7',RM12-s.wav,,RM12-v.wav,,,,,,,,1,12,,,,,,,,,,
RM13,  so I think it needs to be high and long and with a golf ball to be fastest.,,,RM13v,"start=""sp1:start"" end=""sp1:start+5.3""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.4' end='sp1:start+3.6'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.4' end='sp1:start+3.6',RM13-s.wav,,RM13-v.wav,,,,,,,,1,13,,,,,,1,,,,
